"y","msl_mean","sp_mean","pred_mean","pred_sd"
0,101618.890625,94561.9609375,0.89092618227005,NA
0,101379.671875,99018.65625,0.599130034446716,NA
0,101601.796875,97401.640625,0.780671179294586,NA
0,101261.671875,101016.0390625,0.186862707138062,NA
0,101673.5703125,101563.265625,0.126429677009583,NA
0,100915.765625,100587.4765625,0.112359337508678,NA
0,100915,89701.765625,0.0499292463064194,NA
0,101134.8046875,98882.84375,0.107307277619839,NA
0,101908.6796875,101871.6328125,0.0744132101535797,NA
0,101888.9765625,97928.171875,0.0776269808411598,NA
1,101377.2265625,100799.546875,0.519891202449799,NA
0,101120.6015625,100777.046875,0.157507076859474,NA
0,101625.9375,99190.484375,0.64516282081604,NA
0,100469.046875,96280.4453125,0.0355692692101002,NA
0,101216.4375,99321.421875,0.231067597866058,NA
0,101330.578125,98417.828125,0.401952296495438,NA
0,101469.09375,99260.9375,0.821794807910919,NA
0,101557.109375,101415.0859375,0.329143047332764,NA
0,101819.8828125,97747.2109375,0.0776269808411598,NA
0,101955.25,101147.0859375,0.0744132101535797,NA
0,100922.953125,98000.203125,0.036531250923872,NA
0,101381.21875,90864.3828125,0.428290277719498,NA
0,101163.46875,100541.9375,0.286145240068436,NA
0,100910.2578125,100901.765625,0.0880442559719086,NA
0,101170.71875,100032.8359375,0.240623250603676,NA
0,100800.0703125,97334.1875,0.0306321755051613,NA
0,101634.9921875,98712.4375,0.695698857307434,NA
0,101188.8984375,100396.171875,0.291114300489426,NA
0,101245.3359375,99490.890625,0.279987692832947,NA
0,101547,89656.9375,0.840211749076843,NA
0,101524.421875,98892.5234375,0.780537307262421,NA
0,101427.359375,100140.1953125,0.594498097896576,NA
0,101624.2421875,90046.1171875,0.843735218048096,NA
0,101230.796875,99217.1875,0.198072254657745,NA
0,100825.015625,100761.015625,0.112359337508678,NA
0,100995.7109375,99618.609375,0.154601559042931,NA
0,100897.1328125,100600.59375,0.112359337508678,NA
0,101783.0859375,101391.03125,0.0744132101535797,NA
0,101620.3515625,93693.8671875,0.91971355676651,NA
0,101547.7109375,90271.234375,0.865876913070679,NA
0,100999.0625,94020.6953125,0.0314845740795135,NA
0,101532.546875,99253.8515625,0.820603609085083,NA
0,100969.1484375,100594.046875,0.112359337508678,NA
0,101068.671875,99100.84375,0.0915246158838272,NA
0,100979.3046875,96637.890625,0.0355692692101002,NA
0,100990.7890625,99476.359375,0.136898085474968,NA
0,101747.015625,100967.203125,0.0744132101535797,NA
0,100967.5859375,98918.78125,0.0685544312000275,NA
0,101252.78125,101233.046875,0.186862707138062,NA
0,101486.0234375,99990.375,0.714416086673737,NA
0,101236.7265625,99645.078125,0.309558659791946,NA
0,101110.078125,101113.453125,0.0916104540228844,NA
0,101438.0546875,100502.1953125,0.585584104061127,NA
0,101419.7578125,99699.828125,0.769096732139587,NA
0,101443.3203125,98851.4765625,0.727178037166595,NA
0,101494.5234375,88097.1171875,0.708281219005585,NA
0,101772.328125,98579.984375,0.101071462035179,NA
0,101675.5234375,99225.71875,0.319289535284042,NA
0,101272.421875,100262.0703125,0.426262527704239,NA
0,101411.0078125,88072.6640625,0.448554128408432,NA
0,101586.4765625,96560.6015625,0.871714413166046,NA
0,101245.8671875,99638.3984375,0.309558659791946,NA
0,101843.4453125,99884.1953125,0.103029139339924,NA
0,101380.2890625,101215.78125,0.368739902973175,NA
0,101369.609375,100424.203125,0.61308878660202,NA
0,101388.3359375,99798.9453125,0.729500114917755,NA
0,101672.171875,81183.28125,0.717450141906738,NA
0,101230.546875,85266.8203125,0.0745808854699135,NA
0,101362.65625,100597,0.475503116846085,NA
0,101269.1640625,87444.5625,0.195561900734901,NA
0,101388.390625,99867.046875,0.627543151378632,NA
0,101508.3125,96085.390625,0.802031576633453,NA
0,100838.203125,98628.9140625,0.0538713335990906,NA
1,101515.9921875,95256.8828125,0.836909115314484,NA
0,100913.078125,98698.015625,0.0538713335990906,NA
0,101583.671875,97744.8046875,0.636452078819275,NA
0,101233.0234375,99455.1015625,0.279987692832947,NA
0,101302.5390625,98372.59375,0.19956773519516,NA
0,101735.9453125,97451.9921875,0.22744420170784,NA
0,101545.671875,101540.5390625,0.329143047332764,NA
0,101301.1875,100064.8515625,0.565065205097198,NA
1,101486.84375,94942.7109375,0.828022301197052,NA
0,101814.765625,100996.1796875,0.0744132101535797,NA
0,100365.734375,97177.5859375,0.0355692692101002,NA
0,101041.796875,99057.5,0.0915246158838272,NA
0,101368.40625,100702.03125,0.544928669929504,NA
1,101547,101015.609375,0.329143047332764,NA
0,100814.5,100504.125,0.112359337508678,NA
0,101875.3359375,98734.546875,0.101071462035179,NA
0,101103.078125,100022.421875,0.114453248679638,NA
0,101553.2265625,88363.5234375,0.840211749076843,NA
0,101051.234375,100817.1796875,0.112359337508678,NA
0,101756.6328125,92253.0234375,0.34940630197525,NA
0,101194.328125,90152.4609375,0.090037077665329,NA
0,100577.6328125,98502.6875,0.0538713335990906,NA
0,101347.7734375,97488.0625,0.271673172712326,NA
0,101360.7734375,101274.1484375,0.32842892408371,NA
0,100383.203125,96618.5390625,0.0355692692101002,NA
0,101002.296875,90820.453125,0.0499292463064194,NA
0,101674.21875,97440.4375,0.427886188030243,NA
0,100239.1953125,98511.7109375,0.0538713335990906,NA
0,101516.4921875,100738.015625,0.560709357261658,NA
0,101038.34375,93958.4375,0.0314845740795135,NA
0,100995.6953125,100514.171875,0.112359337508678,NA
0,101289.703125,99203.6796875,0.442374587059021,NA
0,100880.5859375,98820.421875,0.0538713335990906,NA
0,100907.9765625,100907.78125,0.0880442559719086,NA
0,101570.7265625,87607.9140625,0.86157351732254,NA
0,101324.3359375,101301.078125,0.316898137331009,NA
0,101022.953125,100573.984375,0.112359337508678,NA
1,101471.7578125,100203.6640625,0.581731796264648,NA
0,101231.8515625,101225.5703125,0.143401011824608,NA
0,100935.5859375,97569.8515625,0.0306321755051613,NA
0,101845.5546875,101568.234375,0.0744132101535797,NA
0,101180.8203125,100950.921875,0.143401011824608,NA
0,101962.3203125,101477,0.0744132101535797,NA
0,101227.265625,99023.671875,0.198072254657745,NA
0,100992.28125,99657.9296875,0.154601559042931,NA
0,101581.109375,99700.0234375,0.668328523635864,NA
0,101576.2578125,100411.40625,0.482430398464203,NA
0,101556.328125,90238.4296875,0.865876913070679,NA
0,100920.265625,93099.578125,0.0426964238286018,NA
1,101562.9453125,95441.8671875,0.888043880462646,NA
0,101011.1796875,99353.28125,0.109187632799149,NA
0,101321.09375,100155.1875,0.636075377464294,NA
0,101242.1875,100571.734375,0.236838415265083,NA
0,101329.8125,98398.8671875,0.401952296495438,NA
0,101019.84375,99553.5078125,0.154601559042931,NA
0,100914.890625,99629.421875,0.154601559042931,NA
0,101032.53125,99381.28125,0.136898085474968,NA
0,100854.3984375,100835.765625,0.0880442559719086,NA
0,101761.2421875,100449.0390625,0.138401821255684,NA
0,101123.484375,87861.625,0.0594605840742588,NA
0,101393.046875,100709.90625,0.43401837348938,NA
0,101377.15625,95718.625,0.330454677343369,NA
0,101747.7734375,93860.5546875,0.284541964530945,NA
0,101038.3125,92140.3125,0.0426964238286018,NA
0,101046.53125,93696.7421875,0.0370883718132973,NA
0,101564.765625,99222.71875,0.736406028270721,NA
0,101374.515625,99726.609375,0.704073786735535,NA
0,101771.3828125,91962.4296875,0.34940630197525,NA
0,101277.5,99551.5078125,0.590171098709106,NA
0,101416.21875,100939.15625,0.338143438100815,NA
0,101015.0234375,100101.765625,0.15025095641613,NA
0,100847.0625,99459.6484375,0.136898085474968,NA
0,101381.0234375,89897.5390625,0.428290277719498,NA
0,101594.5234375,99435.4921875,0.63605809211731,NA
0,101935.625,98576.078125,0.101071462035179,NA
0,102005.1875,98821.5625,0.0898244380950928,NA
0,101879.3046875,97845.5625,0.0776269808411598,NA
0,101015.8984375,99884.875,0.154601559042931,NA
0,101444.5,100126.828125,0.686256766319275,NA
0,101163.78125,98542.0234375,0.0968231558799744,NA
0,101525.8828125,93098.8046875,0.875628530979156,NA
1,101561.2890625,94513.7734375,0.903990387916565,NA
0,101921.515625,101880.7578125,0.0744132101535797,NA
0,101222.359375,99290.671875,0.231067597866058,NA
0,101867.6171875,99852.7578125,0.103029139339924,NA
0,100879.0234375,98364.75,0.036531250923872,NA
0,101664.3984375,100206.40625,0.187234818935394,NA
0,101767.9296875,99893.9296875,0.103029139339924,NA
0,101115.75,101120.7421875,0.0916104540228844,NA
0,101480.296875,95702.671875,0.76913458108902,NA
0,100982.8515625,100803.1640625,0.112359337508678,NA
0,100890.3046875,100779.5703125,0.112359337508678,NA
0,100774.8671875,94133.0234375,0.0314845740795135,NA
0,101300.171875,98693.90625,0.29659429192543,NA
0,100973.359375,88005.3828125,0.0499292463064194,NA
0,101197.71875,98553.0234375,0.0766368880867958,NA
0,100913.203125,100789.390625,0.112359337508678,NA
0,101027.2890625,97472.828125,0.0306321755051613,NA
0,100680.734375,99460.5390625,0.136898085474968,NA
0,101458.3046875,101443.5859375,0.463948845863342,NA
0,101844.421875,100613.375,0.108250096440315,NA
0,101419.703125,89420.1484375,0.448554128408432,NA
0,101458.328125,101395.40625,0.463948845863342,NA
0,101552.6171875,97357.4375,0.804036557674408,NA
0,101513.6875,98562.5703125,0.745275139808655,NA
0,101042.40625,96964.2421875,0.0355692692101002,NA
0,100910.1875,100434.03125,0.143471464514732,NA
0,101588.5078125,101260.453125,0.259250551462173,NA
0,101305.84375,100031.3125,0.588379919528961,NA
0,101407.296875,99281.5703125,0.67332249879837,NA
0,101734.1015625,101635.453125,0.118181020021439,NA
0,100878.59375,95240.0078125,0.0314845740795135,NA
1,101718.046875,99634.9375,0.249879777431488,NA
0,101277.6953125,99563.3125,0.590171098709106,NA
0,101352.546875,100097.5859375,0.573887467384338,NA
0,101172.8828125,101115.8203125,0.143401011824608,NA
0,101647.25,100222.7109375,0.211278319358826,NA
0,100775.4140625,94876.7734375,0.0314845740795135,NA
1,101589.296875,92146.5625,0.884602189064026,NA
0,100829.40625,98679.1484375,0.0538713335990906,NA
0,100836.453125,98731.015625,0.0538713335990906,NA
0,101610.953125,100950.171875,0.259250551462173,NA
0,101151.9921875,100882.7890625,0.177787005901337,NA
0,100928.4140625,97451.453125,0.0306321755051613,NA
0,100833.40625,98816.828125,0.0538713335990906,NA
0,101063.421875,100853.71875,0.0880442559719086,NA
0,101025.0546875,100977.2890625,0.0880442559719086,NA
0,101031.6640625,100261.875,0.145366832613945,NA
0,101091.640625,100376.234375,0.143471464514732,NA
0,101842.0078125,93930.0546875,0.284541964530945,NA
0,101253.3125,99970.453125,0.380981475114822,NA
0,101423.796875,100654.90625,0.486417025327682,NA
0,100999.8515625,100511.921875,0.112359337508678,NA
0,101130.296875,87732.1484375,0.0653419941663742,NA
0,101483.046875,99989.71875,0.714416086673737,NA
0,101217.9609375,90794.375,0.090037077665329,NA
0,101634.6171875,93539.4140625,0.915284276008606,NA
0,100914.578125,93470.3515625,0.0426964238286018,NA
0,101636.4765625,99831.5,0.614571928977966,NA
0,100919.46875,99610.8828125,0.154601559042931,NA
0,100892.359375,98371.4765625,0.036531250923872,NA
0,101830.3515625,100606.5,0.108250096440315,NA
1,101126.03125,100665.7265625,0.157507076859474,NA
0,101640.34375,98916.78125,0.667410016059875,NA
0,101498.09375,101070.640625,0.407769978046417,NA
0,101167.671875,98036.328125,0.066631406545639,NA
0,101187.96875,98988.421875,0.152860879898071,NA
0,100934.609375,100659.3359375,0.112359337508678,NA
0,101196.453125,100701.6328125,0.236838415265083,NA
0,101725.234375,82440.7109375,0.662519097328186,NA
1,101302.203125,99826.7265625,0.66915237903595,NA
0,101770.921875,101409.7578125,0.0744132101535797,NA
0,101534.765625,101437.609375,0.445469468832016,NA
0,100904.90625,98404.1171875,0.0538713335990906,NA
0,101761.7734375,100192.796875,0.0988698378205299,NA
0,101263.28125,100073.1328125,0.303123831748962,NA
0,101003.4765625,100975.2109375,0.0880442559719086,NA
0,101308.4140625,100709.578125,0.437112659215927,NA
0,101536.7734375,99976.078125,0.742903113365173,NA
0,101131.6484375,97033.5,0.0568133890628815,NA
0,101691.65625,100045.1484375,0.112730473279953,NA
1,101657.953125,89843.7890625,0.717450141906738,NA
0,101594.25,91979.90625,0.884602189064026,NA
0,101944.8203125,100659.0703125,0.108250096440315,NA
0,101750.9765625,101465.4453125,0.0744132101535797,NA
0,101393.8203125,101149.3515625,0.292616933584213,NA
0,101700.734375,100092.140625,0.131340593099594,NA
0,100906.8046875,100229.265625,0.125333100557327,NA
0,101742.484375,99735.109375,0.146733537316322,NA
0,101451.7109375,97961.328125,0.532216489315033,NA
0,100823.7109375,100482.09375,0.143471464514732,NA
1,101526.7578125,98442.203125,0.805943131446838,NA
0,101393.4921875,101066.375,0.292616933584213,NA
0,101585.0078125,91755.625,0.884602189064026,NA
0,100601.5625,99040.421875,0.0915246158838272,NA
0,101485.3046875,87693.4296875,0.728911936283112,NA
0,101130.1875,86300.703125,0.0653419941663742,NA
0,101071.2578125,100393.6640625,0.143471464514732,NA
0,101473.765625,88743.1875,0.728911936283112,NA
0,101761.0546875,100415.3515625,0.138401821255684,NA
0,101255.109375,100824.890625,0.186862707138062,NA
0,101980.7734375,100025.5625,0.0770217105746269,NA
0,101435.234375,101443.4296875,0.432540446519852,NA
0,100858.8671875,99494.5078125,0.136898085474968,NA
0,101575.21875,98898.6640625,0.704835534095764,NA
0,101767.75,101102.40625,0.0744132101535797,NA
0,100955.7265625,100824.5,0.0880442559719086,NA
0,101408.265625,100288.921875,0.409367978572845,NA
0,101332.109375,101232.7421875,0.32842892408371,NA
0,101514.65625,96734.25,0.827045559883118,NA
0,101518.0703125,101058.53125,0.407769978046417,NA
0,100989.5859375,92035.359375,0.0426964238286018,NA
0,101026.96875,99201.4296875,0.0915246158838272,NA
0,101142.8125,99637.046875,0.319442361593246,NA
0,101019.25,99720.234375,0.154601559042931,NA
0,101454.109375,98037.171875,0.577194213867188,NA
0,101914.296875,100752.1796875,0.108250096440315,NA
0,101844.046875,101825.578125,0.0744132101535797,NA
0,101592.1015625,101546.4375,0.259250551462173,NA
0,101289.03125,100888.1640625,0.229735925793648,NA
0,101122.828125,100533.34375,0.157507076859474,NA
0,101288.4140625,99938.1015625,0.590171098709106,NA
0,100848.390625,100800.34375,0.112359337508678,NA
0,101749.5390625,88637.4375,0.420370697975159,NA
0,101156.734375,99523.9921875,0.33434209227562,NA
0,100992.78125,99841.390625,0.154601559042931,NA
0,101372.8671875,99765.703125,0.762086808681488,NA
0,101421.234375,100496.1875,0.556203544139862,NA
0,101281.0234375,90786.015625,0.229862719774246,NA
0,101089.28125,100624.5625,0.112359337508678,NA
0,101994.8515625,97466.3125,0.105717167258263,NA
0,101480.890625,99389.34375,0.848726749420166,NA
0,101051.953125,101041.328125,0.0880442559719086,NA
0,101720.7734375,98083.1484375,0.244379818439484,NA
1,101601.9453125,89392.1171875,0.843735218048096,NA
0,101525.078125,89573.34375,0.741320312023163,NA
0,100780.2890625,84169.6171875,0.0499292463064194,NA
0,101132.9921875,100974.421875,0.100332647562027,NA
0,101460.3203125,99047.4609375,0.819923520088196,NA
0,101704.703125,98665.6484375,0.281069248914719,NA
0,101199.9140625,101203.4375,0.143401011824608,NA
0,101291.171875,100977.0546875,0.229735925793648,NA
0,101455.0234375,92658.015625,0.676758587360382,NA
0,101433.8046875,99507.03125,0.811680018901825,NA
0,101596.03125,96022.03125,0.871714413166046,NA
0,101320.0625,98731.7890625,0.484645783901215,NA
0,101878.8125,100466.671875,0.138401821255684,NA
0,101810.203125,99805.875,0.103029139339924,NA
