"Feature","Gain","Cover","Frequency","SHAP"
"msl_mean",0.631711732817629,0.586262027104029,0.554621848739496,1.4228433017039
"sp_mean",0.368288267182371,0.413737972895971,0.445378151260504,0.481538089535368
